pleasantness,eventfulness,FGfeat,birds,speech,child,bike,scooter,car,heavy
-0.26729,0.042529,0.4265,0.34007,0.3425,0.34841,0.4022,0.45252,0.49899,0.44592
-0.26569,0.036462,0.42742,0.33352,0.35698,0.37224,0.41179,0.47198,0.52545,0.46613
-0.26269,0.027698,0.42223,0.34269,0.3491,0.35927,0.40392,0.45791,0.50273,0.4522
-0.30541,0.063051,0.38237,0.33333,0.3262,0.3216,0.36539,0.39938,0.44422,0.48642
-0.26835,0.02389,0.37949,0.33333,0.32339,0.31698,0.35475,0.3879,0.43815,0.46222
-0.27285,0.028262,0.37868,0.33333,0.3298,0.32752,0.36362,0.40423,0.45705,0.42162
-0.2652,0.018127,0.42436,0.33333,0.32741,0.32358,0.36486,0.40721,0.4691,0.4084
-0.2558,0.004206,0.40181,0.33333,0.32575,0.32087,0.36432,0.39863,0.4566,0.4024
-0.26051,0.0053254,0.4061,0.33333,0.32503,0.31967,0.35521,0.38981,0.45064,0.39094
-0.27173,0.011707,0.37885,0.33333,0.32078,0.31268,0.34931,0.37956,0.43572,0.3861
-0.26468,0.0049449,0.40708,0.33333,0.3245,0.3188,0.35041,0.38403,0.45107,0.38533
-0.27075,0.0079693,0.39345,0.33333,0.32192,0.31456,0.34075,0.37102,0.43606,0.37168
-0.26974,0.0033969,0.40211,0.33333,0.3252,0.31995,0.34199,0.37371,0.44446,0.3766
-0.28298,0.015643,0.37622,0.33333,0.32666,0.32235,0.34103,0.37135,0.42725,0.37412
-0.273,0.0055017,0.38734,0.33333,0.32763,0.32395,0.3401,0.36845,0.43364,0.39044
-0.28127,0.012942,0.3964,0.33333,0.32614,0.3215,0.33679,0.36031,0.42374,0.39532
-0.27486,0.0038809,0.39889,0.33333,0.32709,0.32307,0.33538,0.35407,0.41667,0.42021
-0.29441,0.022924,0.40152,0.33333,0.3318,0.33081,0.34175,0.3657,0.42495,0.42881
-0.29039,0.017909,0.41449,0.33333,0.333,0.33271,0.3421,0.3667,0.4399,0.41146
-0.27651,0.0030174,0.39127,0.33333,0.33233,0.33168,0.34128,0.36523,0.4237,0.41732
-0.30588,0.030717,0.38926,0.33333,0.33342,0.33347,0.34491,0.37188,0.43322,0.42896
